Employee ID,Name,Age,Department,Salary ($),Years at Company,Performance Score,Attrition
E0470,Fiona Hall,36,Marketing,86686,15,3.1,No
E0471,Michael Brown,41,IT,67758,1,3.9,No
E0472,Rachel Hall,22,IT,64759,15,4.1,No
E0473,George Allen,33,Sales,112751,20,3.8,No
E0474,Paula Patel,37,Finance,66511,14,4.0,No
E0475,Ian Allen,32,Human Resources,114059,17,3.9,No
E0476,Jenna Clark,29,IT,49075,8,4.1,No
E0477,Dana Carter,43,Engineering,88977,9,3.7,No
E0478,Dana Brown,53,Human Resources,67422,3,3.5,No
E0479,Rachel Garcia,52,Engineering,87848,8,5.0,No
E0480,Edward White,26,Engineering,110200,2,4.8,No
E0481,Bob Walker,31,Human Resources,98044,1,4.2,No
E0482,Rachel Hall,27,Sales,54143,16,4.4,No
E0483,Bob White,59,Sales,87913,19,3.1,Yes
E0484,Michael Walker,22,Finance,93379,4,3.6,No
E0485,Steve Lopez,25,Human Resources,46384,15,3.8,No
E0486,Oscar Lopez,40,Human Resources,79667,13,3.5,Yes
E0487,Kevin Young,33,Marketing,84870,16,4.2,No
E0488,Michael Lee,33,Finance,72582,16,3.5,Yes
E0489,Bob Young,41,Human Resources,82273,19,3.3,No
E0490,Hannah Brown,42,Human Resources,50305,18,3.9,No
E0491,Alice Lee,50,Engineering,84371,0,4.2,No
E0492,Michael Garcia,60,Sales,46706,19,4.9,Yes
E0493,Laura Clark,37,IT,65878,19,4.9,Yes
E0494,Charlie Carter,59,Sales,113504,13,3.4,No
E0495,Edward Allen,35,Sales,61141,9,5.0,No
E0496,Rachel Brown,58,Engineering,80196,1,4.3,No
E0497,Charlie Hall,33,Sales,96492,5,3.1,No
E0498,Quentin White,27,IT,113014,0,4.6,Yes
E0499,Steve Evans,41,IT,71502,17,3.4,No
E0500,Jenna Baker,40,Sales,80799,20,3.0,No
E0501,Jenna Lee,30,Customer Support,73419,1,3.6,Yes
E0502,Steve Lee,22,Sales,53718,10,3.8,No
E0503,Edward Lee,29,IT,108673,19,4.2,No
E0504,Paula Walker,55,IT,45284,14,4.2,No
E0505,Paula Scott,24,Customer Support,73677,11,3.8,No
E0506,Ian Kim,40,Marketing,67042,7,4.1,No
E0507,Bob White,46,Customer Support,59190,5,3.9,No
E0508,Laura Adams,53,Human Resources,114557,20,4.4,Yes
E0509,Kevin Hall,30,Customer Support,69468,3,3.9,Yes
E0510,Laura Patel,46,Customer Support,55971,2,3.4,No
E0511,Fiona Smith,51,Engineering,104361,7,4.1,No
E0512,Ian Garcia,59,Human Resources,100746,16,4.0,No
E0513,Alice Kim,27,Human Resources,77676,12,3.6,No
E0514,Michael Baker,58,Marketing,95309,1,3.8,No
E0515,Bob Allen,51,IT,53096,1,3.9,No
E0516,Michael Baker,32,Engineering,109505,13,3.6,No
E0517,Tina Brown,52,Sales,81763,18,4.5,No
E0518,Quentin Clark,41,Human Resources,61310,11,3.6,No
E0519,Tina Johnson,56,Marketing,86306,19,4.8,Yes
E0520,Alice Evans,33,Finance,72648,18,4.5,No
E0521,Michael Young,44,Sales,83704,9,3.3,Yes
E0522,Steve Hall,50,Finance,78342,12,4.1,No
E0523,Kevin Allen,56,Customer Support,85425,6,4.0,No
E0524,Bob Allen,38,IT,107135,18,3.0,No
E0525,George Nguyen,54,Customer Support,107327,3,4.3,No
E0526,Ian Scott,55,IT,54632,16,4.7,No
E0527,Laura Young,42,Marketing,79335,4,3.4,Yes
E0528,Edward Lopez,34,Customer Support,85561,12,4.7,No
E0529,Steve Hall,44,Human Resources,70121,20,3.6,Yes
E0530,Steve Carter,56,Finance,72792,2,3.8,No
E0531,Ian Evans,35,Human Resources,97630,9,4.7,No
E0532,Steve Hall,34,Engineering,107107,17,3.6,No
E0533,Quentin Nguyen,51,Finance,114269,6,3.7,No
E0534,Nina Nguyen,31,Human Resources,64364,16,3.1,No
E0535,Charlie Hall,39,Engineering,71271,2,3.7,No
E0536,Rachel Garcia,28,Engineering,70011,2,3.6,No
E0537,George Johnson,29,Human Resources,76829,12,3.1,No
E0538,Steve Allen,32,Engineering,61301,15,4.2,No
E0539,Oscar Garcia,26,Sales,58465,2,4.3,Yes
E0540,Laura White,57,Human Resources,62321,17,4.5,No
E0541,Edward White,37,Marketing,85263,6,4.3,No
E0542,Fiona Johnson,47,Sales,68653,12,3.4,No
E0543,Rachel White,22,IT,75617,8,4.0,No
E0544,Edward Kim,34,IT,100343,20,4.0,No
E0545,Edward Brown,46,Finance,116290,1,4.2,No
E0546,Nina Evans,39,Human Resources,46463,17,4.7,No
E0547,Nina Patel,58,Customer Support,115377,12,4.5,No
E0548,Ian Baker,51,Engineering,72820,8,3.9,No
E0549,Quentin Young,31,Finance,60920,19,4.2,No
E0550,Charlie Johnson,47,Customer Support,74573,3,4.5,Yes
E0551,Nina Lee,35,Customer Support,59015,18,4.4,No
E0552,Ian Young,32,Engineering,54107,12,3.9,No
E0553,Alice Hall,29,Finance,94337,0,4.2,No
E0554,Tina Johnson,32,IT,102777,3,3.4,No
E0555,Michael Lee,46,Marketing,47896,16,4.6,No
E0556,Rachel Baker,23,IT,78441,4,3.8,No
E0557,Tina Young,36,Customer Support,72718,8,4.3,No
E0558,Laura Clark,41,IT,77845,19,3.6,No
E0559,Kevin Lopez,22,Customer Support,83112,16,3.2,No
E0560,Edward Garcia,56,Human Resources,50522,18,3.3,Yes
E0561,Charlie Evans,48,Engineering,82024,3,4.5,No
E0562,Charlie Hall,46,Sales,63635,13,4.0,No
E0563,Ian Adams,26,Customer Support,86159,12,4.7,No
E0564,Bob Clark,43,Marketing,105949,6,4.1,No
E0565,Oscar Evans,49,Sales,84214,9,4.2,No
E0566,Quentin Walker,60,Engineering,94650,17,3.3,No
E0567,Paula Johnson,23,Engineering,96273,11,3.9,No
E0568,Fiona Nguyen,50,Customer Support,82508,5,3.5,No
E0569,Ian Young,33,Engineering,71182,12,4.4,No
E0570,Fiona Young,43,Marketing,88552,7,4.2,No
E0571,Tina Nguyen,36,IT,108384,3,4.1,Yes
E0572,Tina Patel,30,Finance,91507,1,3.6,No
E0573,Quentin Johnson,49,Customer Support,59050,15,3.1,No
E0574,George Johnson,36,Sales,88743,15,4.2,No
E0575,George Patel,37,Finance,64939,1,3.5,No
E0576,Tina Young,47,Marketing,113471,7,4.3,No
E0577,Jenna Walker,43,IT,114221,5,3.6,No
E0578,Charlie Baker,32,Customer Support,109161,15,3.7,No
E0579,George Evans,35,Marketing,85672,14,4.4,No
E0580,Michael Scott,39,Engineering,53434,0,3.8,No
E0581,Alice Lopez,25,Sales,107725,9,4.2,No
E0582,Edward Evans,27,Sales,97888,11,3.4,Yes
E0583,Kevin Hall,45,IT,90510,17,4.4,No
E0584,Paula Adams,41,Engineering,63834,15,3.7,No
E0585,Jenna Walker,45,Marketing,54746,5,3.7,Yes
E0586,Steve White,41,Customer Support,72184,6,4.1,No
E0587,Dana Smith,37,Finance,115946,14,4.0,No
E0588,Bob Clark,58,IT,50345,13,4.4,No
E0589,Quentin Adams,58,Customer Support,73391,8,3.4,No
E0590,Tina Carter,24,Customer Support,107116,19,4.2,No
E0591,Charlie Clark,44,Finance,106598,6,3.3,No
E0592,Dana Baker,51,Human Resources,105882,7,4.6,Yes
E0593,Bob Young,39,Finance,84976,9,3.6,Yes
E0594,Michael Evans,52,IT,52593,11,3.9,Yes
E0595,Ian Kim,58,Engineering,92285,11,3.8,No
E0596,George Evans,24,Marketing,88393,2,4.1,No
E0597,Laura Hall,54,Finance,74243,12,3.7,No
E0598,Paula Carter,51,Marketing,52888,13,4.4,No
E0599,Ian Brown,52,Customer Support,102430,19,4.1,No
E0600,Paula Scott,39,Marketing,47932,7,3.2,No
E0601,Steve Lee,54,Marketing,70569,14,2.7,No
E0602,Kevin Smith,54,Engineering,79709,9,4.0,No
E0603,Alice Carter,43,IT,69858,12,3.9,No
E0604,Fiona Walker,42,Marketing,54060,6,3.4,No
E0605,Alice Lee,60,Finance,106524,16,4.1,No
E0606,George Smith,24,Engineering,49264,1,4.8,No
E0607,Laura Adams,22,Customer Support,46647,19,3.4,No
E0608,Alice Lee,38,Customer Support,88475,2,3.9,No
E0609,Bob Allen,36,Human Resources,59668,5,3.9,Yes
E0610,Rachel Carter,51,Engineering,79451,17,3.9,No
E0611,Tina Smith,48,Sales,54952,3,4.4,Yes
E0612,Hannah Carter,22,Customer Support,114094,8,4.6,Yes
E0613,Edward Adams,34,IT,52011,13,3.9,No
E0614,Tina Hall,53,Finance,116159,3,3.7,No
E0615,Tina Young,58,Sales,88915,15,4.2,No
E0616,Nina Young,58,Engineering,82109,14,3.4,No
E0617,George Lopez,31,Engineering,95867,9,3.4,No
E0618,Laura Young,55,Engineering,56197,3,4.3,No
E0619,Oscar Adams,51,Sales,72220,14,3.1,No
E0620,Steve Baker,39,IT,109727,5,3.7,Yes
E0621,Charlie Johnson,30,Marketing,79653,14,4.8,No
E0622,Tina Baker,40,Engineering,66588,14,4.1,No
E0623,Jenna Kim,47,Human Resources,70976,18,4.1,No
E0624,George Hall,39,Finance,119393,12,4.7,No
E0625,Edward Adams,54,Human Resources,65119,12,3.9,No
E0626,Ian Kim,40,Customer Support,72454,20,3.6,No
E0627,Quentin White,48,IT,77875,1,4.2,No
E0628,Edward Adams,50,Customer Support,107481,11,4.1,No
E0629,Nina Hall,40,Customer Support,71928,18,3.5,Yes
E0630,Hannah White,38,Engineering,80385,2,4.8,No
E0631,Kevin Lopez,33,Marketing,83720,19,4.1,Yes
E0632,Hannah Nguyen,36,Human Resources,104024,5,4.6,No
E0633,Fiona Patel,55,IT,69886,13,3.4,No
E0634,Edward Walker,51,IT,116468,1,3.5,No
E0635,Steve Johnson,36,Customer Support,48074,18,3.4,Yes
E0636,Rachel White,32,Marketing,67742,5,3.3,No
E0637,Edward Patel,60,IT,53292,7,4.0,No
E0638,Edward Hall,53,Marketing,91128,15,3.6,No
E0639,Oscar Smith,25,Marketing,85463,19,4.0,No
E0640,Edward Hall,31,Marketing,96811,11,4.0,Yes
E0641,Edward Scott,58,Engineering,102589,16,3.9,Yes
E0642,Alice Patel,57,Sales,109720,2,3.7,No
E0643,Kevin Allen,57,Marketing,57516,10,3.6,No
E0644,Jenna Brown,49,Sales,90027,9,3.5,No
E0645,Alice Evans,28,Marketing,119263,14,3.9,No
E0646,Bob Lopez,24,Marketing,80331,20,4.0,No
E0647,Alice Patel,38,Sales,74835,20,3.6,No
E0648,Fiona Patel,50,Human Resources,54289,18,3.1,Yes
E0649,George Nguyen,49,Finance,111801,19,4.3,No
E0650,George Allen,31,Customer Support,87690,6,3.5,No
E0651,Fiona Lee,57,Marketing,50927,8,4.5,No
E0652,Charlie Brown,56,Engineering,58571,20,3.6,No
E0653,Jenna Carter,39,Human Resources,50252,7,3.8,No
E0654,Laura Scott,35,Finance,99274,3,4.7,No
E0655,Michael Garcia,40,Finance,90381,13,3.2,No
E0656,Oscar Lopez,44,Sales,64977,20,3.4,No
E0657,Fiona Carter,25,Engineering,99170,3,4.6,Yes
E0658,George Adams,36,Finance,93025,20,3.7,No
E0659,Paula Clark,59,Engineering,112564,11,3.5,No
E0660,Kevin Nguyen,40,Finance,109503,5,3.6,Yes
E0661,Ian Adams,60,Engineering,103219,4,4.7,No
E0662,Jenna Allen,29,IT,119960,5,4.2,No
E0663,Nina Evans,38,Marketing,110690,20,3.8,Yes
E0664,Rachel Lee,50,IT,80438,9,4.0,No
E0665,Bob Adams,53,Marketing,60691,0,3.7,No
E0666,Paula White,36,Sales,113111,2,4.5,No
E0667,Edward White,55,Customer Support,52617,16,3.8,No
E0668,Michael Scott,23,Engineering,112595,16,3.3,Yes
E0669,George Clark,53,Marketing,116854,0,4.4,No
E0670,Fiona Carter,27,Finance,61320,9,3.8,No
E0671,Ian Scott,34,Marketing,105225,14,4.6,No
E0672,Fiona White,56,Finance,51365,11,4.0,No
E0673,Paula Adams,57,Engineering,51624,4,3.7,No
E0674,Tina Scott,56,Finance,92019,3,4.8,No
E0675,Oscar Adams,32,Sales,96628,13,3.0,No
E0676,Charlie Nguyen,41,Marketing,107302,8,4.2,No
E0677,Ian Brown,24,Marketing,58961,14,3.3,No
E0678,Fiona Nguyen,54,Engineering,85625,2,4.5,No
E0679,George Baker,22,Marketing,105209,9,2.6,No
E0680,Kevin Nguyen,36,Human Resources,49289,6,3.7,No
E0681,George Clark,58,Human Resources,71516,10,4.2,No
E0682,Edward Nguyen,49,Human Resources,93269,9,3.1,No
E0683,Bob Baker,25,Sales,49594,20,4.3,No
E0684,Oscar Kim,48,Marketing,70117,1,3.8,No
E0685,Fiona Hall,59,IT,113222,15,3.4,No
E0686,Michael Johnson,57,Finance,75982,6,3.2,No
E0687,George Lee,55,IT,91225,17,4.5,No
E0688,Alice Clark,37,Engineering,89833,17,4.1,No
E0689,Fiona Allen,32,IT,83969,18,5.0,Yes
E0690,Rachel Walker,24,Human Resources,103383,20,4.0,No
E0691,George Brown,37,Sales,104485,20,3.8,No
E0692,Bob Young,33,Customer Support,88123,18,4.2,No
E0693,Alice Kim,58,Sales,97971,6,3.4,Yes
E0694,Bob Patel,37,Marketing,91279,20,4.3,Yes
E0695,Hannah Garcia,32,Marketing,95425,0,4.3,Yes
E0696,Fiona Clark,34,IT,72705,3,4.2,No
E0697,Laura Walker,28,Sales,77669,6,4.8,No
E0698,Ian Hall,41,Sales,117047,12,4.0,No
E0699,Hannah Smith,34,Sales,90584,4,3.8,No
E0700,Charlie Kim,44,Marketing,88683,12,3.5,Yes
E0701,Hannah Allen,33,Human Resources,53729,7,4.2,No
E0702,Paula Garcia,44,Human Resources,81620,17,3.8,No
E0703,Michael Scott,25,Customer Support,67634,10,4.0,No
E0704,Michael Scott,50,Finance,99012,13,4.4,No
E0705,Alice Hall,37,Marketing,56316,16,3.5,Yes
E0706,Alice Smith,30,Marketing,77446,7,3.3,No
E0707,Kevin Young,51,Human Resources,74327,3,4.8,No
E0708,Alice Patel,39,Marketing,105283,5,4.8,No
E0709,Edward Evans,57,Engineering,53139,19,4.7,No
E0710,Kevin Clark,43,Sales,78678,7,4.8,No
E0711,Laura Allen,51,Human Resources,61645,6,3.5,No
E0712,Charlie Kim,27,Human Resources,49328,6,5.0,No
E0713,Tina White,43,Human Resources,108326,0,4.1,Yes
E0714,Kevin Nguyen,38,Customer Support,99378,19,4.0,No
E0715,Dana Johnson,44,Finance,53301,4,3.7,No
E0716,George Young,47,Customer Support,85985,8,4.4,No
E0717,Nina Brown,27,Marketing,107480,20,3.6,No
E0718,Ian Nguyen,31,Customer Support,95507,8,3.8,Yes
E0719,Laura Garcia,36,IT,45984,16,4.1,No
E0720,Paula Lopez,32,Customer Support,97232,7,4.0,No
E0721,Laura Carter,30,Engineering,91680,5,4.1,No
E0722,Rachel Walker,38,Sales,85742,14,4.1,No
E0723,Alice Johnson,38,Engineering,90960,13,4.1,No
E0724,Edward Walker,23,Customer Support,79167,14,3.9,No
E0725,George Patel,53,Customer Support,89811,20,4.5,No
E0726,Kevin Adams,51,Finance,116295,6,4.4,No
E0727,Jenna Clark,48,Marketing,65058,8,4.1,No
E0728,Hannah Baker,57,Customer Support,51073,3,3.5,No
E0729,Rachel Brown,55,Human Resources,50321,12,4.5,No
E0730,Quentin Allen,47,Engineering,82707,5,3.9,No
E0731,Rachel Walker,43,Sales,57441,12,4.4,Yes
E0732,Kevin Adams,41,Customer Support,97647,13,3.7,Yes
E0733,Charlie Patel,60,Sales,82657,19,4.3,No
E0734,George Allen,29,Finance,70038,11,4.4,Yes
E0735,Rachel Clark,35,Customer Support,50931,16,4.9,No
E0736,Michael Lopez,57,Marketing,98173,1,3.7,No
E0737,Charlie White,48,Marketing,87389,13,3.2,No
E0738,Rachel Walker,48,Sales,112463,5,4.2,No
E0739,Paula Kim,31,Engineering,85459,12,4.3,Yes
E0740,Steve Lee,56,Sales,72837,1,4.0,No
E0741,Ian Young,44,IT,109623,17,4.3,No
E0742,Michael Evans,30,Finance,45515,19,4.5,Yes
E0743,Tina Carter,38,Customer Support,73391,10,4.0,No
E0744,Rachel Baker,38,Sales,81685,7,4.7,Yes
E0745,Steve Brown,54,Human Resources,112975,15,4.2,No
E0746,Charlie Evans,51,Customer Support,53620,9,4.1,No
E0747,Charlie Scott,28,Finance,106334,8,4.0,No
E0748,Bob Allen,37,IT,115839,11,4.3,No
E0749,Fiona Young,31,Sales,90049,10,5.0,No
E0750,Alice Hall,22,Marketing,92819,2,3.3,No
E0751,Michael Smith,41,Customer Support,116953,17,4.4,No
E0752,Hannah Young,59,Customer Support,54711,10,3.4,No
E0753,Edward Scott,52,Engineering,95085,14,5.0,No
E0754,Hannah Johnson,57,Customer Support,82558,4,3.6,No
E0755,Laura Young,59,Customer Support,92828,18,4.0,No
E0756,Fiona White,53,Finance,76513,3,4.3,No
E0757,Jenna Patel,53,IT,70631,15,4.2,Yes
E0758,Nina Kim,55,Human Resources,69135,19,4.1,No
E0759,Nina Clark,43,Engineering,74302,19,3.9,No
E0760,Edward Lee,46,Finance,77736,1,3.5,Yes
E0761,Edward Clark,32,IT,50704,13,3.4,No
E0762,Dana Baker,49,Engineering,118437,6,3.6,No
E0763,Steve Baker,36,Customer Support,77316,6,3.7,Yes
E0764,Rachel Clark,27,Finance,114546,6,3.1,No
E0765,Bob Baker,39,Sales,116560,13,4.3,No
E0766,Michael Patel,60,Engineering,97863,16,4.6,No
E0767,Edward Carter,33,Engineering,76039,6,4.2,No
E0768,Alice Scott,58,Marketing,64405,4,3.9,No
E0769,Paula Adams,22,Human Resources,54970,1,3.0,Yes
E0770,Bob White,36,Human Resources,107682,13,3.4,No
E0771,Steve Clark,32,Customer Support,56950,8,3.9,No
E0772,Fiona Adams,38,Sales,100490,13,3.4,Yes
E0773,Ian Brown,32,Sales,107107,2,3.8,No
E0774,Nina White,26,Finance,112220,5,3.2,Yes
E0775,Nina Lee,24,Engineering,92450,11,4.0,No
E0776,Nina Kim,40,Customer Support,54398,14,4.4,No
E0777,Kevin Clark,48,Engineering,52825,13,3.9,No
E0778,Dana Patel,40,Finance,93465,10,3.3,No
E0779,Oscar Johnson,35,Marketing,57294,13,3.8,No
E0780,Steve Adams,27,Engineering,83301,5,3.7,No
E0781,Kevin Johnson,43,Customer Support,103806,2,3.8,Yes
E0782,Tina Scott,50,Customer Support,79568,14,3.8,No
E0783,Ian Young,23,Human Resources,50893,3,3.1,No
E0784,Fiona Kim,36,Engineering,106291,13,4.0,Yes
E0785,Kevin Adams,33,IT,100008,13,3.5,No
E0786,Fiona Walker,33,Sales,66365,18,3.1,No
E0787,Bob Lopez,42,Customer Support,73933,12,3.5,No
E0788,Laura Allen,57,Customer Support,111526,1,3.8,No
E0789,Ian Patel,50,IT,85595,8,4.1,No
E0790,George Allen,25,Finance,98410,7,3.8,No
E0791,Dana Johnson,38,IT,111963,0,5.0,No
E0792,Oscar Young,44,Customer Support,77266,9,3.1,No
E0793,Quentin Lee,43,Human Resources,101130,16,3.8,Yes
E0794,Tina Adams,53,Finance,83434,5,4.4,No
E0795,Steve White,34,Marketing,110755,0,4.0,No
E0796,Steve Lopez,45,IT,80300,3,2.8,No
E0797,Alice Johnson,58,Customer Support,108613,9,4.2,No
E0798,Hannah Allen,45,Sales,104527,20,5.0,No
E0799,Alice Lee,43,Finance,111749,20,3.4,No
E0800,Paula Carter,46,Finance,63107,12,4.6,No
E0801,Alice Nguyen,34,Engineering,81352,1,4.1,Yes
E0802,Rachel Brown,56,Engineering,73002,4,3.1,No
E0803,Kevin Walker,23,Marketing,109428,2,3.7,No
E0804,Alice Johnson,48,Sales,57442,1,5.0,Yes
E0805,Fiona Smith,55,Engineering,85341,13,3.1,No
E0806,Steve Baker,39,Customer Support,53808,6,4.0,No
E0807,Michael Lee,54,IT,82445,13,4.1,No
E0808,Michael Garcia,39,Customer Support,53966,6,4.0,Yes
E0809,Fiona Clark,37,Finance,53558,1,4.2,No
E0810,Kevin Carter,32,Sales,111190,1,2.9,No
E0811,Charlie Adams,48,Finance,59237,11,4.4,No
E0812,Laura Young,35,Customer Support,116041,20,3.6,Yes
E0813,George Young,58,Marketing,45741,9,4.3,No
E0814,Paula Kim,45,Human Resources,105498,6,4.5,No
E0815,George Lopez,60,IT,105632,11,4.7,No
E0816,Oscar Allen,25,Sales,48373,11,3.8,No
E0817,Nina Patel,37,IT,56669,4,4.0,Yes
E0818,Laura Baker,50,IT,97755,2,4.9,No
E0819,Hannah Garcia,24,Sales,71215,4,4.3,Yes
E0820,Nina Nguyen,54,Marketing,89448,13,4.0,No
E0821,Jenna Garcia,35,Marketing,103711,13,4.2,No
E0822,Quentin Garcia,44,Engineering,115559,19,3.6,No
E0823,Tina Walker,42,Customer Support,56048,5,3.7,No
E0824,Fiona Johnson,31,Human Resources,72347,16,3.6,Yes
E0825,Edward Patel,45,Customer Support,106921,4,3.0,No
E0826,Steve Evans,44,Human Resources,92759,13,4.0,No
E0827,Hannah Allen,47,Marketing,54578,11,3.8,No
E0828,Bob Evans,26,Finance,115611,17,3.8,No
E0829,Dana Scott,34,Finance,105903,1,4.3,No
E0830,Charlie Baker,47,Sales,52925,2,4.1,No
E0831,Edward Walker,47,Engineering,62978,15,3.6,No
E0832,Tina Brown,41,Marketing,74084,18,3.7,No
E0833,Alice Smith,38,Human Resources,68867,9,4.6,Yes
E0834,Edward Hall,53,Sales,109930,8,3.6,No
E0835,Quentin Johnson,23,IT,51986,17,4.0,No
E0836,Hannah Hall,22,Finance,55064,9,3.1,No
E0837,Paula Kim,30,Engineering,85317,1,3.9,Yes
E0838,Steve Kim,31,Sales,93660,9,4.3,No
E0839,Quentin Clark,59,Engineering,68460,14,3.7,No
E0840,Charlie Walker,32,Sales,110078,17,4.1,No
E0841,Steve Adams,44,Finance,75266,6,3.8,No
E0842,Edward Carter,37,Engineering,79430,13,3.5,No
E0843,Jenna Hall,45,IT,71525,20,4.4,No
E0844,Michael Hall,51,Human Resources,107437,9,3.4,No
E0845,Quentin Clark,55,Customer Support,68558,10,3.5,No
E0846,Hannah Adams,42,Finance,47556,18,3.7,No
E0847,Kevin Brown,54,Engineering,76806,10,4.4,No
E0848,Edward Scott,46,Engineering,73957,4,3.6,No
E0849,Dana Walker,57,IT,109560,20,4.1,No
E0850,Hannah Smith,40,Sales,69797,15,4.3,Yes
E0851,Charlie Nguyen,48,Finance,79296,19,4.0,Yes
E0852,Laura Hall,26,Marketing,91235,16,4.4,No
E0853,Kevin Nguyen,38,Human Resources,109698,3,5.0,No
E0854,Jenna Young,47,Sales,85256,4,4.2,No
E0855,Steve Clark,47,Human Resources,64006,13,3.9,No
E0856,Bob Young,55,Sales,117528,9,4.4,No
E0857,Tina Johnson,25,Human Resources,56945,12,3.4,Yes
E0858,Hannah Johnson,45,Customer Support,108734,8,3.9,No
E0859,Charlie Brown,35,Marketing,53896,8,3.8,No
E0860,Michael Allen,42,IT,99161,6,4.9,No
E0861,Tina Nguyen,32,Marketing,60934,11,4.9,No
E0862,Jenna Walker,45,Marketing,105245,5,4.3,No
E0863,Kevin Scott,56,Engineering,108953,7,3.6,No
E0864,Paula Nguyen,40,IT,68891,18,3.7,No
E0865,Jenna Smith,36,Human Resources,50072,12,4.2,No
E0866,Rachel Walker,54,Sales,93048,9,4.0,No
E0867,Laura Hall,26,Engineering,97264,5,4.5,No
E0868,George Baker,42,IT,99737,10,4.2,No
E0869,Paula Baker,48,Sales,103792,9,3.9,No
E0870,Alice White,26,IT,65448,4,4.3,Yes
E0871,Rachel Young,51,Customer Support,72479,16,3.7,No
E0872,Ian Brown,60,Customer Support,106178,10,3.6,No
E0873,Dana White,53,Marketing,65862,15,4.1,Yes
E0874,Edward Nguyen,39,Customer Support,82224,6,3.8,No
E0875,Fiona Smith,49,Customer Support,54823,10,3.9,No
E0876,Charlie Young,44,Engineering,66662,10,3.9,No
E0877,Oscar Lee,23,Finance,69045,1,3.9,Yes
E0878,Ian Scott,45,Sales,53718,18,5.0,No
E0879,Michael Carter,28,Marketing,65603,1,3.7,No
E0880,Michael Nguyen,52,Sales,100409,14,4.2,No
E0881,Steve Patel,37,IT,85103,13,3.4,Yes
E0882,Dana Garcia,29,Customer Support,82932,1,4.1,No
E0883,Nina Lee,22,Human Resources,94163,19,4.8,No
E0884,Paula Adams,42,Human Resources,51246,14,4.1,No
E0885,George Scott,48,Engineering,58824,8,5.0,No
E0886,Dana Young,59,IT,102905,3,4.2,No
E0887,Charlie White,52,Finance,56535,3,4.3,No
E0888,Steve Hall,37,Human Resources,88173,8,4.4,No
E0889,Michael Clark,41,Finance,97890,6,3.7,No
E0890,Tina Scott,41,Sales,84717,16,3.7,No
E0891,Ian Young,49,Sales,84580,12,4.4,No
E0892,Bob White,49,IT,96397,13,4.8,No
E0893,Dana Allen,25,Engineering,49300,9,4.3,Yes
E0894,Laura Baker,27,Marketing,68359,6,4.6,No
E0895,Rachel White,54,Sales,72429,9,3.7,No
E0896,Hannah Johnson,32,Finance,107388,20,3.8,No
E0897,Paula Young,39,Finance,53496,3,4.3,No
E0898,Nina Lee,49,Human Resources,100354,1,4.1,No
E0899,Hannah Scott,57,Customer Support,60827,17,4.5,No
E0900,Hannah Hall,26,IT,90277,18,3.9,Yes
E0901,Michael Allen,43,Marketing,77686,6,4.3,No
E0902,Bob Brown,48,Customer Support,77072,1,4.4,No
E0903,Steve White,38,Engineering,116534,4,3.8,No
E0904,Edward Lopez,41,Engineering,47175,3,3.5,No
E0905,Kevin Hall,48,Engineering,52888,12,4.9,No
E0906,Tina Young,56,IT,50132,17,4.5,No
E0907,Kevin Scott,45,Sales,89442,19,3.9,Yes
E0908,Hannah Nguyen,32,Marketing,77159,6,4.8,No
E0909,Hannah Scott,29,Human Resources,102997,14,3.9,No
E0910,Charlie Allen,33,Finance,98458,13,3.0,No
E0911,Steve Carter,23,Human Resources,62639,12,4.5,No
E0912,Quentin Carter,51,Human Resources,118182,4,4.5,Yes
E0913,Dana Kim,43,Marketing,74545,9,4.6,No
E0914,Rachel Johnson,28,IT,72358,19,4.4,No
E0915,Alice Lopez,42,IT,111849,1,4.7,No
E0916,Fiona Smith,48,Finance,117752,18,3.8,Yes
E0917,Oscar Kim,25,Marketing,108135,7,4.2,Yes
E0918,Bob Johnson,54,Engineering,107837,16,4.2,No
E0919,Charlie Adams,37,Engineering,82509,18,4.5,No
E0920,Steve Hall,28,Sales,118436,17,4.4,No
E0921,Edward Lopez,58,Customer Support,67523,11,4.0,No
E0922,Quentin Adams,52,IT,48401,8,3.5,No
E0923,Bob Brown,33,Finance,115187,6,4.0,No
E0924,Charlie Johnson,41,IT,92317,2,4.5,Yes
E0925,Edward Garcia,53,Marketing,115943,5,3.0,Yes
E0926,Nina Kim,49,Finance,95813,9,3.9,No
E0927,Jenna Carter,53,Marketing,48573,17,4.7,No
E0928,Paula Baker,37,Customer Support,83381,4,4.1,No
E0929,George Scott,35,IT,101472,13,3.9,No
E0930,Kevin Patel,51,IT,99868,17,3.8,No
E0931,Rachel Kim,58,Engineering,61321,6,4.7,No
E0932,Paula Lee,31,Engineering,116835,12,3.1,No
E0933,George Baker,46,Customer Support,83176,5,2.9,No
E0934,Nina Garcia,38,Marketing,65230,14,4.2,Yes
E0935,Michael Young,60,Human Resources,100182,9,4.1,No
E0936,Steve Adams,51,Customer Support,75381,2,4.0,Yes
E0937,Bob Kim,46,IT,49475,20,5.0,No
E0938,Jenna Clark,49,Finance,106982,11,4.5,No
E0939,Jenna Carter,42,Finance,107092,14,4.0,No
E0940,Laura Lopez,53,Engineering,97538,6,3.6,No
E0941,Oscar Smith,53,IT,77299,18,4.1,No
E0942,Quentin Carter,45,Engineering,80550,18,3.8,No
E0943,Paula Nguyen,59,Customer Support,113634,10,3.6,No
E0944,Kevin White,30,Engineering,49375,8,3.5,Yes
